id,title,overview,genres,keywords,cast,producers,release_date,runtime,production_companies,vote_average,vote_count,tagline,poster_file
16072,众神与将军,影片主要围绕托马斯·“石墙”·杰克逊展开，讲述这位才华横溢却性格古怪的南方邦联将军从美国内战爆发至战争中期的个人与职业生活——1863年5月，杰克逊在其取得最大胜利之际，不幸被己方士兵误杀。,剧情|历史|战争,战争|战役|联邦士兵|邦联士兵|美国内战|脱离联邦,Stephen Lang|Jeff Daniels|Robert Duvall|Kevin Conway|C. Thomas Howell|Jeremy London|Matt Letscher|Brian Mallon|Bo Brinkman|Bruce Boxleitner,Mace Neufeld|Robert Rehme|Robert Katz|Ronald F. Maxwell|Moctesuma Esparza|Ted Turner,2003/2/21,214,Warner Bros. Pictures|Turner Pictures|Antietam Filmworks,6.1,48,国家的心灵为之触动……,/posters/16072.jpg
34314,气流颠簸,在一架运送危险罪犯的航班上，杀人犯瑞安·韦弗成功挣脱束缚，在整架飞机上引发彻底混乱。随着机上多名乘客和机组人员成为韦弗的受害者，最终只能依靠空乘特里·哈利兰来防止飞机坠毁，而地面空中交通管制员则为她提供支援。当哈利兰艰难地驾驶飞机时，韦弗继续恐吓幸存的机组成员。,动作|惊悚|犯罪,空姐|飞机|枪战|空中警察|圣诞节|气流颠簸,Ray Liotta|Lauren Holly|Brendan Gleeson|Héctor Elizondo|Rachel Ticotin|Ben Cross|Catherine Hicks|Jeffrey DeMunn|John Finn|Heidi Kling,David Valdes|Martin Ransohoff|Keith Samples|D. Scott Easton,1997/1/9,100,Metro-Goldwyn-Mayer (MGM)|Rysher Entertainment,5.2,62,如果你此前不惧怕飞行，那么现在你将会害怕。,/posters/34314.jpg
19724,想象那件事,一位无法阻止自己事业下滑的金融高管被邀请进入女儿的想象世界，在那里等待着他问题的解决方案。,喜剧,,Eddie Murphy|Thomas Haden Church|Yara Shahidi|Ronny Cox|Stephen Rannazzisi|Nicole Ari Parker|DeRay Davis|Martin Sheen|Timm Sharp|Daniel Polo,Lorenzo di Bonaventura|Ed Solomon|Ric Kidney,2009/6/19,107,Paramount Pictures|Di Bonaventura Pictures|Nickelodeon Movies|Goldcrest Pictures|Internationale Filmproduktion Stella-del-Sud Third,5.7,134,如果你女儿的想象力……正是你成功的秘密呢？,/posters/19724.jpg
145220,布偶大电影2：最高通缉,在一场盛大的环球巡演中，布偶们卷入了一场由一名酷似青蛙科密特的罪犯及其邪恶搭档主导的欧洲珠宝盗窃案。,喜剧|冒险|犯罪|家庭,音乐剧|布偶,Ricky Gervais|Ty Burrell|Tina Fey|Steve Whitmire|Eric Jacobson|Dave Goelz|Bill Barretta|Matt Vogel|Peter Linz|Tom Hiddleston,David Hoberman|Nicholas Stoller|Todd Lieberman,2014/3/20,112,Buena Vista|Disney,6.2,316,以荒诞征服世界,/posters/145220.jpg
14623,霹雳艇,危险任务是霹雳艇部队的家常便饭，这是一支由政府雇用的高科技秘密力量。在杰夫·特雷西（比尔·帕克斯顿饰）的带领下，霹雳艇部队正处于巅峰状态；然而他们的宿敌“兜帽人”（本·金斯利饰）已登陆其岛屿，并企图利用该队的救援载具发动政变。他很快便会发现，霹雳艇部队绝不会轻易倒下。,动作|冒险|喜剧|家庭|奇幻|科幻,秘密组织|改编自电视剧|金门大桥|储物柜|石油钻井平台|少年英雄|湿透的衣服|霹雳艇,Brady Corbet|Soren Fulton|Debora Weston|Lou Hirsch|Alex Barringer|Demetri Goritsas|Genie Francis|Philip Winchester|Deobia Oparei|Bill Paxton,Tim Bevan|Eric Fellner|Mark Huffam|Debra Hayward|Liza Chasin|Jo Burn|Chris Clark,2004/7/23,95,Studio Canal|Working Title Films|Tracy Films,4.2,91,,/posters/14623.jpg
42297,舞娘俱乐部,脱衣舞剧院‘滑稽剧沙龙’已风光不再。蒂丝是一位退休的舞者，也是这家场馆的老板，她竭力维持这座日渐老化的剧院运转，却面临着各种财务和艺术上的挑战。随着沙龙剧团成员越来越被个人问题分心，以及一位富有的商人试图从蒂丝手中买下这块地皮，好运似乎彻底抛弃了这家俱乐部。与此同时，来自爱荷华州小镇的女孩艾莉的生活即将发生翻天覆地的变化。蒂丝雇用她为沙龙的女服务员，艾莉借此逃离空洞的过往，并迅速爱上了脱衣舞这门艺术。在剧院工作人员这群新朋友的支持下，她终于实现了自己登上舞台的梦想。然而当艾莉嘹亮的歌喉让她一跃成为整场演出的头号明星时，事态却发生了戏剧性的转折。,剧情|爱情,音乐剧|洛杉矶|脱衣舞|脱衣舞演员,Cher|Christina Aguilera|Eric Dane|Cam Gigandet|Julianne Hough|Alan Cumming|Peter Gallagher|Kristen Bell|Stanley Tucci|Dianna Agron,Donald De Line,2010/11/23,119,Bedford Falls Productions,6.9,573,需要传奇人物……才能造就一颗新星,/posters/42297.jpg
2841,漫长的订婚日,1919年，玛蒂尔德年仅19岁。两年前，她的未婚夫马内赫奔赴索姆河前线参战。如同千千万万其他人一样，他被官方通报为“阵亡于战场”。白纸黑字，确凿无疑。但玛蒂尔德拒绝相信。倘若马内赫真的牺牲了，她定会有所感应。她紧紧攥住自己的直觉，一如紧握那根维系她与爱人之间仅存的、微弱的希望之线。一名前军士徒劳地告诉她：马内赫死于名为‘黄昏宾戈’的战壕无人区，与另外四名因自残而被判死刑的士兵一同丧生。前方道路布满重重障碍，但玛蒂尔德毫不畏惧。对一个敢于挑战命运的人来说，一切皆有可能……,剧情,巴黎|妓女|失去恋人|失忆|肢体残疾者|第一次世界大战|轮椅|布列塔尼|灯塔|凡尔登|灯塔看守人|少年爱慕|失踪|士兵|非法卖淫|私家侦探|失踪人员|小儿麻痹症|战壕,Audrey Tautou|Gaspard Ulliel|Dominique Pinon|Chantal Neuwirth|André Dussollier|Ticky Holgado|Marion Cotillard|Dominique Bettenfeld|Jodie Foster|Jean-Pierre Darroussin,,2004/10/26,133,Gerber Pictures|2003 Productions|TF1 Films Production|Canal+|Warner Bros.|Région Ile-de-France|Tapioca Films|Centre National de la Cinématographie (CNC)|Région Bretagne|Région Poitou-Charentes,7.1,346,永不放手,/posters/2841.jpg
802,洛丽塔,亨伯特·亨伯特是一位中年英国小说家，既对美国文化的庸俗感到震惊，又为其所吸引。当他入住夏洛特·黑兹经营的寄宿公寓时，很快便迷恋上了这位女士的十几岁女儿洛丽塔。,剧情|爱情,性痴迷|旅馆|抑郁|丧母|小镇|调情|中年危机|色情主义|青少年|洛丽塔|汽车旅馆|日记|诱惑|禁忌之爱|文学教授|挑逗|着迷|单相思|寡妇|养父|丧夫|夏令营|秘密之爱,James Mason|Sue Lyon|Shelley Winters|Peter Sellers|Lois Maxwell|John Harrison|Diana Decker|Jerry Stovin|Gary Cockrell|Bill Greene,James B. Harris,1962/6/13,153,Seven Arts Productions|Allied Artists|Transworld Pictures,7.3,395,他们究竟是如何将……拍成电影的？,/posters/802.jpg
10375,D-Tox,一名因酗酒问题而声名扫地的联邦调查局特工，与其他九名同样深陷困境的执法人员一同来到怀俄明州荒野中一家与世隔绝的戒毒诊所。然而，当一场特大暴风雪切断了诊所与外界的一切联系时，这座本应提供治疗庇护的场所却沦为噩梦般的地狱——而一名潜伏于内部的杀手，已悄然开始行动。,动作|惊悚,酗酒症|连环杀手|医院|警察|戒毒,Sylvester Stallone|Courtney B. Vance|Tom Berenger|Charles S. Dutton|Jeffrey Wright|Kris Kristofferson|Stephen Lang|Robert Patrick|Sean Patrick Flanery|Dina Meyer,Karen Kehela Sherwood|Maureen Peyrot|Kevin King Templeton|Ric Kidney,2002/1/4,96,Universal Pictures,5.3,123,生存即杀戮。,/posters/10375.jpg
36586,刀锋战士2,吸血鬼社群中出现了一种罕见的变异体——收割者。这是一种被无法满足的嗜血欲望所吞噬的吸血鬼，不仅猎食人类，也猎食其他吸血鬼；而那些不幸幸存下来的受害者则会被转化为新的收割者。吸血鬼国度请求刀锋协助阻止一场噩梦般的瘟疫，以免人类与吸血鬼尽数灭绝。,奇幻|恐怖|动作|惊悚,武士刀|突变|吸血鬼|银|超级英雄|悲剧性反派|折断的脖颈|激光瞄准器|暴力|身体爆炸|刀锋战士|主观镜头|躯干被劈成两半|收割者|折断的手腕|剃刀片|穿门射击|剑术对决|烧伤的脸,Wesley Snipes|Kris Kristofferson|Ron Perlman|Leonor Varela|Norman Reedus|Thomas Kretschmann|Luke Goss|Matt Schulze|Danny John-Jules|Donnie Yen,David S. Goyer|Robert Bernacchi|Michael De Luca|Lynn Harris|Stan Lee|Avi Arad|Peter Frankfurt|Patrick J. Palmer|Wesley Snipes|Toby Emmerich|Jon Divens|Andrew J. Horne,2002/3/22,117,New Line Cinema|Amen Ra Films|Milk & Honey|Imaginary Forces|Justin Pictures|Linovo Productions GmbH & Co. KG|Pacific Title and Art Studio|Marvel Enterprises,6.2,1528,更快。更锐。更致命。,/posters/36586.jpg
11321,七磅,一位身怀致命秘密的美国国税局特工踏上了一段非凡的救赎之旅，通过永远改变七位陌生人的生活来实现自我救赎。,剧情,素食主义者|税务征收员|钢琴家|失明|器官移植|血型,Will Smith|Rosario Dawson|Sarah Jane Morris|Woody Harrelson|Michael Ealy|Connor Cruise|Barry Pepper|Elpidia Carrillo|Robinne Lee|Joe Nunez,Will Smith|Todd Black|Jason Blumenthal,2008/12/18,123,Columbia Pictures|Escape Artists|Relativity Media|Overbrook Entertainment,7.5,2039,七个名字。七个陌生人。一个秘密。,/posters/11321.jpg
70074,子弹头,在目睹各自的搭档惨死后，一名警察与一名杀手结成同盟，共同对抗他们共同的敌人。,动作|犯罪|惊悚,,Sylvester Stallone|Sung Kang|Sarah Shahi|Adewale Akinnuoye-Agbaje|Jason Momoa|Christian Slater|Jon Seda|Holt McCallany|Brian Van Holt|Weronika Rosati,Joel Silver|Deepak Nayar|Kevin King Templeton|Miles Millar|Alfred Gough|Stuart M. Besser|Stuart Ford|Courtney Solomon|Alexandra Milchan|Bobby Ranghelov|Brian Kavanaugh-Jones|Steven Squillante,2013/1/31,92,Dark Castle Entertainment|After Dark Films|IM Global|Automatik Entertainment|Silver Reel|EMJAG Productions|Millar Gough Ink|Headshot Films,5.2,481,复仇永不褪色。,/posters/70074.jpg
242,教父3,1979年，年迈的黑手党教父迈克尔·柯里昂试图在纽约和意大利使其商业活动合法化，同时寻求宽恕自己的罪孽，并培养一位年轻的门生。,犯罪|剧情|惊悚,意大利|基督教|纽约|暗杀|意裔美国人|梵蒂冈|教皇|忏悔|直升机|女儿|律师,Al Pacino|Diane Keaton|Andy García|Talia Shire|Sofia Coppola|Eli Wallach|Joe Mantegna|George Hamilton|Bridget Fonda|Raf Vallone,Francis Ford Coppola|Gray Frederickson|Fred Roos|Fred Fuchs|Nicholas Gage|Marina Gefter|Charles Mulvehill,1990/12/24,162,Paramount Pictures,7.1,1546,世上所有的权力都无法改变命运。,/posters/242.jpg
9621,伊丽莎白镇,德鲁·贝勒因导致其鞋业公司损失数亿美元而被解雇。更糟糕的是，他的女友也与他分手了。在准备结束自己生命的边缘，德鲁却因父亲去世而重返肯塔基州老家小镇，从而获得了新的人生转机。途中，他邂逅了一位空乘人员，并坠入爱河。,喜剧|剧情|爱情,自杀|酒店房间|自杀未遂|新恋情|葬礼|飞机|恋人|坠入爱河,Orlando Bloom|Kirsten Dunst|Susan Sarandon|Alec Baldwin|Bruce McGill|Judy Greer|Jessica Biel|Paul Schneider|Jed Rees|Paula Deen,,2005/10/6,123,Paramount Pictures|Cruise/Wagner Productions|Vinyl Films|KMP Film Invest,6.1,327,这真是一个寻找自我的绝佳之地,/posters/9621.jpg
1819,你、我与杜普里,在长期好友卡尔·彼得森的婚礼上担任伴郎后，兰迪·杜普里丢了工作，沦为酒鬼，并几乎永久性地依附于这对新婚夫妇——成为他们的寄宿客人。但杜普里在他们家沙发上“安营扎寨”的时间越长，他与卡尔的新娘莫莉之间的关系就越亲密，令倍感挫败的新郎不禁疑惑：这位老友究竟何时才会搬走？,喜剧|爱情,室友|命中注定的爱人|新婚夫妇,Kate Hudson|Owen Wilson|Matt Dillon|Michael Douglas|Seth Rogen|Amanda Detmer|Ralph Ting|Todd Stashwick|Bill Hader|Lance Armstrong,Owen Wilson|Michael Fottrell|Scott Stuber|Aaron Kaplan|Sean Perrone,2006/7/14,108,Universal Pictures|Kaplan/Perrone Entertainment|MMCB Film Produktion 2004,5.4,407,两人成双，杜普里却人满为患。,/posters/1819.jpg
8536,超人2,来自氪星的三名逃犯考验了钢铁之躯的能力。在佐德将军的带领下，这些氪星人控制了白宫，并与莱克斯·卢瑟合作，企图摧毁超人并统治世界。但超人为了更接近露易丝而试图将自己变得人性化，最终意识到自己有责任拯救地球。,动作|冒险|奇幻|科幻,拯救世界|DC漫画|续集|超级英雄|改编自漫画|初夜丧失|罪犯|超能力|幻影区|火箭发射手榴弹|水晶机器|超人类力量|片尾彩蛋,Gene Hackman|Christopher Reeve|Ned Beatty|Jackie Cooper|Sarah Douglas|Margot Kidder|Jack O'Halloran|Valerie Perrine|Susannah York|Clifton James,Ilya Salkind|Pierre Spengler,1980/12/4,127,Warner Bros.|Dovemead Films|Film Export A.G.,6.5,629,钢铁之躯遭遇劲敌！,/posters/8536.jpg
8046,吉吉,吉吉受命绑架一位权势显赫的联邦检察官患有心理障碍的弟弟。当计划出现差错时，吉吉的老板派来了瑞琪——一位美丽奔放、特立独行的女黑帮分子，她带着自己的一套指令来协助实施绑架。但吉吉却开始爱上了这位明显不可能与他在一起的瑞琪，而这可能危及他的职业安全。,剧情,纽约|智力障碍|绑架|勒索|谋杀任务|恋人|女同性恋|黑帮分子,Ben Affleck|Jennifer Lopez|Justin Bartha|Lainie Kazan|Lenny Venito|Missy Crider|Al Pacino|Christopher Walken|Terry Camilleri|David Backus,Martin Brest|John Hardy|Amy Sayres|Casey Silver|Frederic W. Brost,2003/8/1,121,City Light Films|Revolution Studios|Casey Silver Productions,3.5,104,生活从不按常理出牌。,/posters/8046.jpg
1717,所有国王的人,一位理想主义者在路易斯安那州政坛崛起的故事，以及最终导致其垮台的腐败。该片改编自罗伯特·佩恩·沃伦于1946年获得普利策奖的小说。,剧情|惊悚,腐败|记者|改编自小说|敲诈|操纵|保镖|路易斯安那州|丑闻|权力|州长|政治|悲剧|情妇|贵族,Sean Penn|Jude Law|Kate Winslet|James Gandolfini|Patricia Clarkson|Mark Ruffalo|Anthony Hopkins|Kathy Baker|Jackie Earle Haley|Travis Champagne,Steven Zaillian|Mike Medavoy|Ken Lemberger,2006/9/10,125,Columbia Pictures Corporation|Rising Star|Relativity Media|Phoenix Pictures|VIP 4 Medienfonds,5.7,95,有些人不择手段以攫取权力；有些人则不择手段以维持权力。,/posters/1717.jpg
479,夏福特,纽约警察侦探约翰·夏福特逮捕了沃尔特·韦德二世，罪名是出于种族动机的杀人案。但唯一的目击证人突然失踪，而韦德则弃保潜逃至瑞士。两年后，韦德返回美国接受审判，自信凭借其财富与影响力定能被判无罪——尤其是他已收买一名毒枭，准备杀害该目击证人。,动作|冒险|犯罪|惊悚,腐败|黑人|意大利裔美国人|兄妹关系|毒贩|复仇|谋杀|暴力|毒品|警察|仇外心理,Samuel L. Jackson|Jeffrey Wright|Christian Bale|Busta Rhymes|Dan Hedaya|Toni Collette|Richard Roundtree|Pat Hingle|Philip Bosco|Vanessa Williams,Scott Rudin|John Singleton|Mark Roybal|Paul Hall,2000/6/15,99,Paramount Pictures|Scott Rudin Productions,5.5,308,他依然是那个男人，有问题吗？,/posters/479.jpg
9444,阿纳斯塔西娅,这部动画冒险片重述了俄罗斯末代沙皇失散女儿的故事。邪恶的拉斯普京对罗曼诺夫家族施下诅咒，导致阿纳斯塔西娅与她的祖母玛丽亚皇后失散。在孤儿院长大后，阿纳斯塔西娅遇到了两名寻求玛丽亚皇后悬赏的俄罗斯男子——皇后为找回孙女而设下重赏。三人前往巴黎，却发现皇后已对冒名顶替者心存怀疑。,动画|家庭,沙皇|音乐剧|俄国革命|火车爆炸|外语改编|爆炸的火车,Meg Ryan|John Cusack|Christopher Lloyd|Angela Lansbury|Hank Azaria|Kelsey Grammer|Bernadette Peters|Kirsten Dunst|Andrea Martin|Glenn Walker Harris Jr.,Gary Goldman|Don Bluth|Maureen Donley|Laura Jo 'L.J.' Wentworth,1997/11/20,94,Twentieth Century Fox Film Corporation|Fox Animation Studios|Fox Family Films|The Big Gun Project|Little Wolf Entertainment,7.4,1432,揭开我们这个时代最大谜团背后的冒险故事。,/posters/9444.jpg
824,红磨坊！,在20世纪之交，臭名昭著、浮华而绚丽的巴黎夜总会红磨坊，一场关于爱与创作灵感的颂歌就此展开。一位年轻诗人意外踏入红磨坊纸醉金迷的世界，并与俱乐部中最负盛名、最美丽的当红女星展开了一段炽热恋情。,剧情|音乐|爱情,公爵|音乐剧|写作障碍|音乐|绝症|作家|无片头字幕|红磨坊|波西米亚风格|图卢兹-劳特累克|红色帷幕|康康舞|茶花女|奥菲欧与尤丽狄茜|舞厅,Nicole Kidman|Ewan McGregor|John Leguizamo|Jim Broadbent|Richard Roxburgh|Garry McDonald|Jacek Koman|Matthew Whittet|Kerry Walker|Caroline O'Connor,Steve E. Andrews|Baz Luhrmann|Catherine Martin|Martin Brown|Fred Baron|Catherine Knapman,2001/3/9,127,Bazmark Films|Twentieth Century Fox Film Corporation,7.4,1300,没有法则，没有界限，唯有一条铁律：切勿坠入爱河。,/posters/824.jpg
11456,家庭纷扰,一位离异的父亲发现，他12岁儿子的新继父并非其自称的那样。,悬疑|惊悚|犯罪,威胁|收养|危险|养父|死亡威胁|继父|谋杀|离婚|前妻|儿童|追查谋杀案,John Travolta|Vince Vaughn|Teri Polo|Matt O'Leary|Steve Buscemi|James Lashly|Rebecca Tilney|Debra Mooney|Rodney Pike,Harold Becker|James Dyer,2001/10/30,89,Paramount Pictures,5.4,113,他将不惜一切代价保护自己的家人。,/posters/11456.jpg
261023,黑色弥撒,本片讲述了白基·巴尔杰的真实故事。他是马萨诸塞州一名参议员的弟弟，也是南波士顿历史上最臭名昭著的暴力罪犯；他成为美国联邦调查局（FBI）线人，以铲除入侵其地盘的黑手党家族。,犯罪|剧情,波士顿|根据真实事件改编|有组织犯罪,Johnny Depp|Joel Edgerton|Benedict Cumberbatch|Dakota Johnson|Kevin Bacon|Peter Sarsgaard|Jesse Plemons|David Harbour|Adam Scott|Corey Stoll,Brett Ratner|Brian Oliver|Patrick McCormick|Richard Mirisch|Scott Cooper|Tyler Thompson|Phil Hunt|Compton Ross|John Lesher|Christopher Woodrow|James Packer|Lauren Selig|Brett Granstaff|Steven Mnuchin|Gary Granstaff|Peter Mallouk|Ray Mallouk,2015/9/4,122,Infinitum Nihil|Head Gear Films|Cross Creek Pictures|Free State Pictures|RatPac-Dune Entertainment|Le Grisbi Productions|Vendian Entertainment,6.3,1242,让你的敌人近在咫尺。,/posters/261023.jpg
3683,我们父辈的旗帜,1945年2月23日，乔·罗森塔尔在硫磺岛折钵山拍摄到五名美国海军陆战队员和一名海军医护兵升起美国国旗的画面。本片讲述了六名幸存者中的三人——约翰·“多克”·布拉德利、列兵雷内·加尼翁和列兵艾拉·海耶斯的故事，他们曾参与夺取日军控制的硫磺岛的战役。,战争|剧情|历史,第二次世界大战|死亡|太平洋战场|硫磺岛|片尾字幕彩蛋|片尾字幕期间彩蛋,Ryan Phillippe|Adam Beach|Jesse Bradford|John Benjamin Hickey|John Slattery|Barry Pepper|Jamie Bell|Paul Walker|Robert Patrick|Neal McDonough,Clint Eastwood|Steven Spielberg|Robert Lorenz,2006/10/18,132,DreamWorks SKG|Amblin Entertainment|Malpaso Productions|Warner Bros.,6.7,526,他们为祖国而战，却为朋友而死。,/posters/3683.jpg
22803,守法公民,一名沮丧的男子在辩诉交易使杀害其家人的凶手之一获释后，决定亲自伸张正义。他不仅将凶手列为攻击目标，还将负责该案的地区检察官及其他参与交易的相关人员一并列为打击对象。,剧情|犯罪|惊悚,纹身|密道|棒球棒|交易|爆炸|正义|地区检察官|法庭|私刑执法,Jamie Foxx|Gerard Butler|Colm Meaney|Bruce McGill|Leslie Bibb|Michael Irby|Gregory Itzin|Regina Hall|Emerald-Angel Young|Christian Stolte,Lucas Foster|Kurt Wimmer|Gerard Butler|Jeff G. Waxman|Mark Gill|Dave Gare|Michael Goguen|Alan Siegel|Neil Sacker|Ian Watermeier|Gregory Veeser,2009/10/15,109,"Film Department, The|Evil Twins|Warp Films",7.2,1486,体制必须付出代价。,/posters/22803.jpg
285923,刑房,由昆汀·塔伦蒂诺和罗伯特·罗德里格兹编剧的两部长片恐怖电影，以双片连映的形式呈现。两部电影之间穿插了虚假的电影预告片。,惊悚|动作|恐怖,剥削电影|砍杀电影|僵尸|杀手,Kurt Russell|Zoë Bell|Rosario Dawson|Vanessa Ferlito|Sydney Tamiia Poitier|Tracie Thoms|Rose McGowan|Jordan Ladd|Mary Elizabeth Winstead|Quentin Tarantino,Robert Rodriguez|Quentin Tarantino|Bob Weinstein|Harvey Weinstein|Elizabeth Avellan|Eli Roth|Andy Gould|Erica Steinberg|Gabriel Roth|Rob Cotterill|Sandra Condito|Shannon McIntosh|Pilar Savone|Tom Proper|Daniel Frisch,2007/4/6,191,"Big Talk Productions|Yer Dead Productions|Weinstein Company, The|Dimension Films|Troublemaker Studios|Dartmouth International|Eyetronics|Rodriguez International Pictures",6.8,459,一场将让你撕裂成两半的双片连映！,/posters/285923.jpg
39437,宠儿,保罗·D在俄亥俄州找到了他昔日的奴隶朋友塞丝，并搬去与她及她的女儿丹佛同住。这时，一个名叫“宠儿”的陌生女孩出现了。塞丝和丹佛收留了她，随后怪事便接连发生……,剧情|惊悚,,Oprah Winfrey|Danny Glover|Thandie Newton|Lisa Gay Hamilton|Albert Hall|Irma P. Hall|Kimberly Elise|Beah Richards|Vertamae Grosvenor,,1998/10/16,172,Harpo Films|Touchstone Pictures,5.9,26,过去自有其生命。,/posters/39437.jpg
1950,幸运的你,一位职业扑克玩家，他在牌桌上的惊人运气却无法转化为孤独的爱情生活。他试图赢得世界扑克系列赛，同时赢得一位美丽的拉斯维加斯歌手的芳心。,剧情|爱情,扑克|体育|拉斯维加斯,Eric Bana|Drew Barrymore|Robert Duvall|Debra Messing|Robert Downey Jr.|Phyllis Somerville|Horatio Sanz|Michael Shannon,Curtis Hanson|Carol Fenelon|Bruce Berman|Denise Di Novi|Mari-Jo Winkler,2007/5/1,124,Village Roadshow Pictures|Lonely Film Productions GmbH & Co. KG.|Deuce Three Productions|DiNovi Pictures|Warner Bros.,5.4,81,改变你的游戏，改变你的人生。,/posters/1950.jpg
640,猫鼠游戏,这是一部真实故事改编的电影，讲述了弗兰克·阿巴内尔 Jr. 在19岁生日之前，成功冒充泛美航空飞行员、医生和检察官，骗取了数百万美元的支票。一名联邦调查局特工决心将他绳之以法。但弗兰克不仅屡次逃脱追捕，更乐在其中。,剧情|犯罪,骗子|传记|联邦调查局特工|俯拍镜头|越狱未遂|订婚派对|信任错置|银行欺诈|改编自真实事件,Leonardo DiCaprio|Tom Hanks|Christopher Walken|Martin Sheen|Nathalie Baye|Amy Adams|James Brolin|Brian Howe|Frank John Hughes|Steve Eastin,Steven Spielberg|Walter F. Parkes|Laurie MacDonald|Barry Kemp|Sergio Mimica-Gezzan|Devorah Moos-Hankin|Anthony Romano|Michel Shane,2002/12/25,141,Kemp Company|Splendid Pictures|Parkes/MacDonald Productions,7.7,3795,一个真实骗子的真实故事。,/posters/640.jpg
97630,猎杀本·拉登,影片讲述了在2001年9月11日恐怖袭击事件之后，美国历时十年追捕基地组织头目奥萨马·本·拉登，并最终于2011年5月由美国海军特种作战开发群（海豹六队）将其击毙的故事。,惊悚|剧情|历史,刺杀|中央情报局|酒店|恐怖分子|囚犯|汽车经销商|摩萨德|厢式货车|伊拉克|巴基斯坦|奥萨马·本·拉登|追捕|海豹突击队|粗口|女性主角|枪战|突袭|暴力|短信|猴子|狗|特种部队|被捆绑|军队|51区|恐怖组织|酷刑|女性导演|基地组织|战俘营|水刑|自杀式爆炸|21世纪|前特种部队成员|后9·11时代|直升机坠毁|伊斯兰堡,Jessica Chastain|Jason Clarke|Mark Strong|Joel Edgerton|Chris Pratt|Kyle Chandler|Edgar Ramírez|Mark Duplass|Scott Adkins|Jennifer Ehle,Kathryn Bigelow|Greg Shapiro|Mark Boal|Megan Ellison,2012/12/19,157,Columbia Pictures|Annapurna Pictures|First Light Production,6.7,1702,史上规模最大的追捕行动,/posters/97630.jpg
9767,分手,同居情侣加里和布鲁克曾经甜蜜的爱情如今陷入危机，原本关于柠檬和脏盘子的小争执，逐渐升级为争夺他们位于芝加哥高档公寓居住权的全面战争。随着加里和布鲁克继续住在同一屋檐下，一场不断升级的争吵随之展开，两人还各自策划各种计谋，试图把对方赶出住所。,爱情|喜剧,保龄球|芝加哥|美式足球|公寓|棒球|新恋情|导游|分手|艺术画廊|争吵|台球桌|看电视|前男友与前女友关系|晚宴派对|公寓,Vince Vaughn|Jennifer Aniston|Joey Lauren Adams|Cole Hauser|Jon Favreau|Jason Bateman|Judy Davis|Justin Long|Ivan Sergei|John Michael Higgins,Vince Vaughn|Peter Billingsley|Scott Stuber|Stuart M. Besser|Jeremy Garelick|Jay Lavender|Victoria Vaughn|John Isbell,2006/6/1,106,Universal Pictures|Mosaic Media Group|Wild West Picture Show Productions,5.6,832,……选一边站队。,/posters/9767.jpg
11631,妈妈咪呀！,故事发生在风景如画的希腊小岛上，剧情为大量ABBA经典金曲提供了背景。唐娜是一位独立自主的单身母亲，在岛上经营着一家小型旅馆，她即将送别自己一手带大的活泼女儿索菲。但索菲却悄悄邀请了母亲昔日的三位恋人，希望借此找出自己的亲生父亲。,喜剧|爱情,单亲家长|希腊|音乐剧|女儿|单身|母女关系|片尾彩蛋|女性导演,Meryl Streep|Pierce Brosnan|Amanda Seyfried|Colin Firth|Stellan Skarsgård|Julie Walters|Christine Baranski|Dominic Cooper|Ashley Lilley|Rachel McDowall,Tom Hanks|Mark Huffam|Rita Wilson|Gary Goetzman|Benny Andersson|Judy Craymer|Björn Ulvaeus,2008/7/3,108,Universal Pictures|Internationale Filmproduktion Richter|Playtone|Relativity Media|Littlestar,6.4,1386,踏上一段你永生难忘的婚礼之旅,/posters/11631.jpg
32856,情人节,十几位洛杉矶人从清晨到午夜，经历了一场情人节之旅。三对情侣一同醒来，但每段关系都将陷入困境；其中是否有值得挽救的？一名小学生想为他的初恋买花；两名高中生计划在中午初尝禁果；一名电视体育记者接到任务，要在洛杉矶寻找爱情；一位明星四分卫思考着自己的未来；两名陌生人于飞机上邂逅；相伴多年的祖父母面临一场危机；而一场名为“我讨厌情人节”的聚餐，则向孤独者与被欺骗者发出召唤。丘比特能否在午夜前完成他的工作？,喜剧|爱情,鲜花|已婚夫妇|花店|亲吻|单身|情人节|情人节当天|多线叙事|片尾彩蛋|片中彩蛋,Jessica Alba|Jessica Biel|Bradley Cooper|Eric Dane|Patrick Dempsey|Héctor Elizondo|Jamie Foxx|Jennifer Garner|Topher Grace|Anne Hathaway,Mike Karz|Wayne Allan Rice,2010/2/10,125,New Line Cinema|Karz Entertainment|Rice Films,5.7,1013,一则爱情故事，或多或少。,/posters/32856.jpg
